,source,disaster_type,report_dat,tags,Desa,Kecamatan,Kabupaten,Provinsi,long,lat,datetime
3977,grasp,earthquake,"{ ""report_type"": ""road"", ""accessabilityFailure"": 4, ""condition"": 0 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-BA"" }",Culik,Abang,Karang Asem,Bali,115.61477420000001,-8.3434817,2021-10-19 08:55:08
3978,grasp,earthquake,"{ ""points"": 1, ""condition"": 1, ""report_type"": ""road"", ""accessabilityFailure"": 0 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-BA"" }",Culik,Abang,Karang Asem,Bali,115.6145382,-8.3468998,2021-10-19 08:05:40
3979,grasp,earthquake,"{ ""points"": 4, ""report_type"": ""structure"", ""structureFailure"": 1 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-BA"" }",Pujungan,Pupuan,Tabanan,Bali,115.0906384,-8.330499,2021-10-19 07:12:58
3980,grasp,earthquake,"{ ""report_type"": ""road"", ""accessabilityFailure"": 1, ""condition"": 0 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-BA"" }",Laba Sari,Abang,Karang Asem,Bali,115.61267140000001,-8.3333758,2021-10-19 07:29:38
3981,grasp,earthquake,"{ ""points"": 1, ""report_type"": ""structure"", ""structureFailure"": 2 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-BA"" }",Takmung,Banjarangkan,Klungkung,Bali,115.3838007,-8.566003,2021-10-19 08:01:52
3982,grasp,earthquake,"{ ""report_type"": ""road"", ""accessabilityFailure"": 1, ""condition"": 2 }","{ ""district_id"": ""3173"", ""local_area_id"": ""516"", ""instance_region_code"": ""ID-JK"" }",Petojo Selatan,Gambir,Jakarta Pusat,Daerah Khusus Ibukota Jakarta,106.813906,-6.1803147,2021-10-19 08:15:49
3983,grasp,earthquake,"{ ""report_type"": ""road"", ""accessabilityFailure"": 1, ""condition"": 0 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-BA"" }",Purwakerti,Abang,Karang Asem,Bali,115.62203799999999,-8.34355,2021-10-19 09:12:17
3984,grasp,earthquake,"{ ""report_type"": ""road"", ""accessabilityFailure"": 1, ""condition"": 1 }","{ ""district_id"": ""3173"", ""local_area_id"": ""509"", ""instance_region_code"": ""ID-JK"" }",Gambir,Gambir,Jakarta Pusat,Daerah Khusus Ibukota Jakarta,106.8271494,-6.175393,2021-10-19 10:43:00
3985,grasp,earthquake,"{ ""report_type"": ""structure"", ""structureFailure"": 1 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-BA"" }",Purwakerti,Abang,Karang Asem,Bali,115.6288723,-8.337217299999999,2021-10-19 11:35:14
3987,grasp,earthquake,"{ ""report_type"": ""structure"", ""structureFailure"": 0 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-BA"" }",Laba Sari,Abang,Karang Asem,Bali,115.621191,-8.3347788,2021-10-19 07:07:16
3988,grasp,earthquake,"{ ""report_type"": ""road"", ""accessabilityFailure"": 1, ""condition"": 0 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-BA"" }",Purwakerti,Abang,Karang Asem,Bali,115.64206840000001,-8.3345276,2021-10-19 08:31:21
3989,grasp,earthquake,"{ ""report_type"": ""structure"", ""structureFailure"": 1 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-BA"" }",Kerta Mandala,Abang,Karang Asem,Bali,115.62432290000001,-8.3625463,2021-10-19 09:24:51
3990,grasp,earthquake,"{ ""report_type"": ""structure"", ""structureFailure"": 1 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-BA"" }",Budakeling,Bebandem,Karang Asem,Bali,115.56812520000001,-8.397509699999999,2021-10-19 10:02:24
3991,grasp,earthquake,"{ ""report_type"": ""structure"", ""structureFailure"": 2 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-BA"" }",Songan B,Kintamani,Bangli,Bali,115.43989270000002,-8.1921556,2021-10-19 12:46:59
3992,grasp,earthquake,"{ ""report_type"": ""structure"", ""structureFailure"": 1 }","{ ""district_id"": ""3173"", ""local_area_id"": ""509"", ""instance_region_code"": ""ID-JK"" }",Gambir,Gambir,Jakarta Pusat,Daerah Khusus Ibukota Jakarta,106.82609199999999,-6.1749487,2021-10-19 11:56:50
3993,grasp,earthquake,"{ ""report_type"": ""structure"", ""structureFailure"": 1 }","{ ""district_id"": ""3173"", ""local_area_id"": ""509"", ""instance_region_code"": ""ID-JK"" }",Gambir,Gambir,Jakarta Pusat,Daerah Khusus Ibukota Jakarta,106.8277923,-6.1785981,2021-10-19 12:02:07
3994,grasp,earthquake,"{ ""report_type"": ""structure"", ""structureFailure"": 1 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-BA"" }",Datah,Abang,Karang Asem,Bali,115.5815363,-8.3499994,2021-10-19 12:02:08
3995,grasp,earthquake,"{ ""report_type"": ""structure"", ""structureFailure"": 1 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-BA"" }",Datah,Abang,Karang Asem,Bali,115.58404679999998,-8.3498508,2021-10-19 12:05:05
3996,grasp,earthquake,"{ ""report_type"": ""structure"", ""structureFailure"": 0 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-BA"" }",Kerta Mandala,Abang,Karang Asem,Bali,115.61379009999999,-8.352511900000001,2021-10-19 13:01:14
3997,grasp,earthquake,"{ ""report_type"": ""structure"", ""structureFailure"": 2 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-BA"" }",Tianyar Tengah,Kubu,Karang Asem,Bali,115.4463206,-8.2346498,2021-10-19 14:19:22
3998,grasp,earthquake,"{ ""report_type"": ""structure"", ""structureFailure"": 2 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-BA"" }",Songan B,Kintamani,Bangli,Bali,115.4393018,-8.2196577,2021-10-19 14:21:46
3999,grasp,earthquake,"{ ""report_type"": ""structure"", ""structureFailure"": 1 }","{ ""district_id"": ""3173"", ""local_area_id"": ""509"", ""instance_region_code"": ""ID-JK"" }",Gambir,Gambir,Jakarta Pusat,Daerah Khusus Ibukota Jakarta,106.8254972,-6.1814942,2021-10-19 13:31:51
4000,grasp,earthquake,"{ ""report_type"": ""structure"", ""structureFailure"": 2 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-BA"" }",Datah,Abang,Karang Asem,Bali,115.56359520000001,-8.3458125,2021-10-19 15:27:45
4001,grasp,earthquake,"{ ""report_type"": ""structure"", ""structureFailure"": 1 }","{ ""district_id"": ""3173"", ""local_area_id"": ""510"", ""instance_region_code"": ""ID-JK"" }",Gambir,Gambir,Jakarta Pusat,Daerah Khusus Ibukota Jakarta,106.82147169999999,-6.1786699,2021-10-19 23:30:56
4002,grasp,earthquake,"{ ""report_type"": ""structure"", ""structureFailure"": 1 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-BA"" }",Purwakerti,Abang,Karang Asem,Bali,115.6329597,-8.3352635,2021-10-20 04:31:21
4003,grasp,earthquake,"{ ""report_type"": ""road"", ""accessabilityFailure"": 2, ""condition"": 1 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-BA"" }",Tiyingtali,Abang,Karang Asem,Bali,115.615654,-8.4045785,2021-10-20 03:12:54
4004,grasp,earthquake,"{ ""report_type"": ""structure"", ""structureFailure"": 1 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-BA"" }",Abang,Abang,Karang Asem,Bali,115.5958179,-8.402391,2021-10-20 03:30:58
4009,grasp,earthquake,"{ ""report_type"": ""structure"", ""structureFailure"": 2 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-SA"" }",Boroko,Kaidipang,Bolaang Mongondow Utara,Sulawesi Utara,123.25789509999998,0.9079756,2021-10-28 02:26:51
4027,grasp,earthquake,"{ ""report_type"": ""structure"", ""structureFailure"": 1 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-JB"" }",Cileunyi Wetan,Cileunyi,Bandung,Jawa Barat,107.74815559,-6.96162023,2021-11-19 12:07:18
4045,grasp,earthquake,"{ ""points"": -1, ""report_type"": ""structure"", ""structureFailure"": 1 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-SA"" }",Boroko,Kaidipang,Bolaang Mongondow Utara,Sulawesi Utara,123.25875878,0.90668828,2021-01-11 03:53:58
4097,grasp,earthquake,"{ ""points"": 1, ""report_type"": ""structure"", ""structureFailure"": 0 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-MA"" }",Sawai,Seram Utara,Maluku Tengah,Maluku,129.18096994,-2.95867895,2021-04-11 04:29:08
4113,grasp,earthquake,"{ ""report_type"": ""structure"", ""structureFailure"": 2 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-JT"" }",Sidomulyo,Ungaran Timur,Semarang,Jawa Tengah,110.40478706,-7.13826052,2021-11-24 11:28:39
4178,grasp,earthquake,"{ ""report_type"": ""structure"", ""structureFailure"": 0 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-SN"" }",Bonto Makkio,Rappocini,Makassar,Sulawesi Selatan,119.446106,-5.170275900000001,2021-12-14 03:36:13
4179,grasp,earthquake,"{ ""report_type"": ""structure"", ""structureFailure"": 0 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-NT"" }",Gorontalo,Komodo,Manggarai Barat,Nusa Tenggara Timur,119.8828983,-8.499961599999999,2021-12-14 03:56:47
4180,grasp,earthquake,"{ ""report_type"": ""structure"", ""structureFailure"": 0 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-SN"" }",Bajeng,Pattallassang,Takalar,Sulawesi Selatan,119.44301609999998,-5.415307,2021-12-14 04:14:09
4181,grasp,earthquake,"{ ""report_type"": ""structure"", ""structureFailure"": 0 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-SN"" }",Pallantikang,Bantaeng,Bantaeng,Sulawesi Selatan,119.9484086,-5.545554900000001,2021-12-14 04:40:17
4182,grasp,earthquake,"{ ""report_type"": ""structure"", ""structureFailure"": 1 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-SN"" }",Bonea,Pasimarannu,Kepulauan Selayar,Sulawesi Selatan,121.1491489,-7.3571591,2021-12-14 10:09:02
4203,grasp,earthquake,"{ ""report_type"": ""road"", ""accessabilityFailure"": 4, ""condition"": 2 }","{ ""district_id"": null, ""local_area_id"": null, ""instance_region_code"": ""ID-SU"" }",Parhorasan,Pangururan,Samosir,Sumatera Utara,98.7555885,2.6480929,2021-12-17 08:29:40
