,Location,loc,point,lat,lon,altitude
737,"BANDUNG,JAWA BARAT","Jawa Barat, Cibiru, Cipadung Kidul, Panyileukan, Bandung, Jawa Barat, 40624, Indonesia","(-6.9342173, 107.7222573, 0.0)",-6.9342173,107.7222573,0.0
738,"SIJUNJUNG,SUMATERA BARAT","Sijunjung, Sumatera Barat, Indonesia","(-0.6964425, 100.9936303, 0.0)",-0.6964425,100.9936303,0.0
739,"INDRAGIRI HULU,RIAU","Kabupaten Indragiri Hulu, Riau, Indonesia","(-0.49228384999999997, 102.3008254360401, 0.0)",-0.49228384999999997,102.3008254360401,0.0
740,"ACEH TENGGARA,ACEH","Aceh Tenggara, Aceh, 24651, Indonesia","(3.338797, 97.74564237389382, 0.0)",3.338797,97.74564237389382,0.0
741,"KOTA BEKASI,JAWA BARAT","Cikarang Kota, Jawa Barat, 17530, Indonesia","(-6.2626649, 107.1502914, 0.0)",-6.2626649,107.1502914,0.0
742,"NATUNA,KEPULAUAN RIAU","Natuna, Kepulauan Riau, Indonesia","(3.93051655, 108.19015031384608, 0.0)",3.93051655,108.19015031384608,0.0
743,"KOTA TANGERANG SELATAN,BANTEN","Komplek Pemerintahan Kota Tangerang Selatan, Serua, Ciputat, Tangerang Selatan, Banten, Indonesia","(-6.32242985, 106.70726329404548, 0.0)",-6.32242985,106.70726329404548,0.0
744,"BANDUNG,JAWA BARAT","Jawa Barat, Cibiru, Cipadung Kidul, Panyileukan, Bandung, Jawa Barat, 40624, Indonesia","(-6.9342173, 107.7222573, 0.0)",-6.9342173,107.7222573,0.0
745,"BANYUWANGI,JAWA TIMUR","Banyuwangi, Jawa Timur, Indonesia","(-8.2094973, 114.3737201, 0.0)",-8.2094973,114.3737201,0.0
746,"TASIKMALAYA,JAWA BARAT","Tasikmalaya, Jawa Barat, 46131, Indonesia","(-7.3262484, 108.2201154, 0.0)",-7.3262484,108.2201154,0.0
747,"BANDUNG,JAWA BARAT","Jawa Barat, Cibiru, Cipadung Kidul, Panyileukan, Bandung, Jawa Barat, 40624, Indonesia","(-6.9342173, 107.7222573, 0.0)",-6.9342173,107.7222573,0.0
748,"GARUT,JAWA BARAT","Garut, Jawa Barat, 44117, Indonesia","(-7.2162543, 107.9014912, 0.0)",-7.2162543,107.9014912,0.0
749,"CIAMIS,JAWA BARAT","Ciamis, Jawa Barat, 46211, Indonesia","(-7.3266611, 108.3530952, 0.0)",-7.3266611,108.3530952,0.0
750,"SUKABUMI,JAWA BARAT","Sukabumi, Jawa Barat, 43111, Indonesia","(-6.9199289, 106.9265095, 0.0)",-6.9199289,106.9265095,0.0
751,"KOTA BEKASI,JAWA BARAT","Cikarang Kota, Jawa Barat, 17530, Indonesia","(-6.2626649, 107.1502914, 0.0)",-6.2626649,107.1502914,0.0
752,"KOTA SEMARANG,JAWA TENGAH","Gang Kelapa Gading, Wates, Ngaliyan, Kota Semarang, RW 01, Wates, Ngaliyan, Semarang, Jawa Tengah, 50189, Indonesia","(-7.0197176, 110.3360514, 0.0)",-7.0197176,110.3360514,0.0
753,"PESISIR SELATAN,SUMATERA BARAT","DPC Partai Demokrat Pesisir Selatan, Jalan Raya Air Haji - Painan, Painan, Sumatera Barat, 25354, Indonesia","(-1.3486632, 100.5742238, 0.0)",-1.3486632,100.5742238,0.0
754,"BIMA,NUSA TENGGARA BARAT","Kabupaten Bima, Nusa Tenggara Barat, 84171, Indonesia","(-8.5637593, 118.6719665, 0.0)",-8.5637593,118.6719665,0.0
755,"MALUKU TENGGARA,MALUKU","Maluku Tenggara, Maluku, 97611, Indonesia","(-5.77148835, 132.73776002114303, 0.0)",-5.77148835,132.73776002114303,0.0
756,"PAMEKASAN,JAWA TIMUR","Pamekasan, Jawa Timur, Indonesia","(-7.1605439, 113.4826273, 0.0)",-7.1605439,113.4826273,0.0
757,"SERAM BAGIAN TIMUR,MALUKU","Seram Bagian Timur, Maluku, Indonesia","(-3.42315865, 130.3910924134346, 0.0)",-3.42315865,130.3910924134346,0.0
758,"MUSI RAWAS,SUMATERA SELATAN","Musi Rawas, Sumatera Selatan, Indonesia","(-3.17575595, 103.25001093605792, 0.0)",-3.17575595,103.25001093605792,0.0
759,"KOTA MATARAM,NUSA TENGGARA BARAT","Mataram, Kec. Selaparang, Nusa Tenggara Barat, 83133, Indonesia","(-8.5837726, 116.10685, 0.0)",-8.5837726,116.10685,0.0
760,"KOTA LHOKSEUMAWE,ACEH","Mesjid Syuhada Kampung Jawa lama,Kota lhokseumawe, Jalan Samudera, Banda Sakti, Lhokseumawe, Aceh, 24351, Indonesia","(5.1856789, 97.1486472, 0.0)",5.1856789,97.1486472,0.0
761,"ACEH TIMUR,ACEH","Aceh Timur, Aceh, Indonesia","(4.70166295, 97.64503901995158, 0.0)",4.70166295,97.64503901995158,0.0
762,"KOTAWARINGIN BARAT,KALIMANTAN TENGAH","Kotawaringin Hulu, Kalimantan Tengah, Indonesia","(-2.4028117, 111.5327784, 0.0)",-2.4028117,111.5327784,0.0
763,"BANDUNG,JAWA BARAT","Jawa Barat, Cibiru, Cipadung Kidul, Panyileukan, Bandung, Jawa Barat, 40624, Indonesia","(-6.9342173, 107.7222573, 0.0)",-6.9342173,107.7222573,0.0
764,"KARAWANG,JAWA BARAT","Karawang, Jawa Barat, 41312, Indonesia","(-6.3042012, 107.307897, 0.0)",-6.3042012,107.307897,0.0
765,"NUNUKAN,KALIMANTAN UTARA","Nunukan, Kalimantan Utara, 77482, Indonesia","(3.9074565000000003, 117.04235063789662, 0.0)",3.9074565000000003,117.04235063789662,0.0
766,"SOLOK SELATAN,SUMATERA BARAT","Solok Selatan, Padang Aro, Sangir, Sumatera Barat, 27778, Indonesia","(-1.5573292, 101.239478, 0.0)",-1.5573292,101.239478,0.0
767,"BALANGAN,KALIMANTAN SELATAN","Balangan, Kalimantan Selatan, Indonesia","(-2.28789725, 115.62054766845205, 0.0)",-2.28789725,115.62054766845205,0.0
768,"NUNUKAN,KALIMANTAN UTARA","Nunukan, Kalimantan Utara, 77482, Indonesia","(3.9074565000000003, 117.04235063789662, 0.0)",3.9074565000000003,117.04235063789662,0.0
769,"KOTA TANGERANG SELATAN,BANTEN","Komplek Pemerintahan Kota Tangerang Selatan, Serua, Ciputat, Tangerang Selatan, Banten, Indonesia","(-6.32242985, 106.70726329404548, 0.0)",-6.32242985,106.70726329404548,0.0
770,"KAPUAS HULU,KALIMANTAN BARAT","Kapuas Hulu, Kalimantan Barat, Indonesia","(0.8274259500000001, 112.79654118259097, 0.0)",0.8274259500000001,112.79654118259097,0.0
771,"OGAN KOMERING ULU,SUMATERA SELATAN","Ogan Komering Ulu, Sumatera Selatan, Indonesia","(-4.1101012, 104.00828376734528, 0.0)",-4.1101012,104.00828376734528,0.0
772,"BARITO UTARA,KALIMANTAN TENGAH","Sungai Alalak, Alalak Tengah, Banjarmasin Utara, Berangas, Barito Kuala, Kalimantan Selatan, 70126, Indonesia","(-3.2617037, 114.5675595, 0.0)",-3.2617037,114.5675595,0.0
773,"OGAN KOMERING ULU,SUMATERA SELATAN","Ogan Komering Ulu, Sumatera Selatan, Indonesia","(-4.1101012, 104.00828376734528, 0.0)",-4.1101012,104.00828376734528,0.0
774,"BARITO UTARA,KALIMANTAN TENGAH","Sungai Alalak, Alalak Tengah, Banjarmasin Utara, Berangas, Barito Kuala, Kalimantan Selatan, 70126, Indonesia","(-3.2617037, 114.5675595, 0.0)",-3.2617037,114.5675595,0.0
775,"TANAH BUMBU,KALIMANTAN SELATAN","Tanah Bumbu, Kalimantan Selatan, Indonesia","(-3.44733285, 115.70639332550724, 0.0)",-3.44733285,115.70639332550724,0.0
776,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.5962986,106.7972421,0.0
777,"PULANG PISAU,KALIMANTAN TENGAH","Pulang Pisau, Kalimantan Tengah, Indonesia","(-2.746171, 114.2622421, 0.0)",-2.746171,114.2622421,0.0
778,"MUSI BANYU ASIN,SUMATERA SELATAN","PT Musi Banyu Asin, Jalan Blabak, RW 08, Ilir Timur II, Palembang, Sumatera Selatan, 30117, Indonesia","(-2.9802207000000003, 104.78620195148719, 0.0)",-2.9802207000000003,104.78620195148719,0.0
779,"HALMAHERA TENGAH,MALUKU UTARA","Halmahera Tengah, Maluku Utara, Indonesia","(0.3888811, 128.58322374326178, 0.0)",0.3888811,128.58322374326178,0.0
780,"MURUNG RAYA,KALIMANTAN TENGAH","Sungai Kapuas Murung, Tamba Jaya, Barito Kuala, Kalimantan Selatan, Indonesia","(-2.7683245, 114.6786189, 0.0)",-2.7683245,114.6786189,0.0
781,"ACEH SELATAN,ACEH","Aceh Selatan, Aceh, Indonesia","(3.0679790000000002, 97.4687714679478, 0.0)",3.0679790000000002,97.4687714679478,0.0
782,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.5962986,106.7972421,0.0
783,"SIAK,RIAU","Kabupaten Siak, Riau, Indonesia","(0.8275337, 101.84619364844389, 0.0)",0.8275337,101.84619364844389,0.0
784,"KAPUAS,KALIMANTAN TENGAH","Kuala Kapuas, Kalimantan Tengah, 73513, Indonesia","(-3.0084093, 114.3858719, 0.0)",-3.0084093,114.3858719,0.0
785,"WAJO,SULAWESI SELATAN","Wajo, Makassar, Sulawesi Selatan, Indonesia","(-5.12469395, 119.41250685487663, 0.0)",-5.12469395,119.41250685487663,0.0
786,"KOTA JAKARTA UTARA,DKI JAKARTA","Taman Hutan Kota Penjaringan, Pejagalan, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14450, Indonesia","(-6.13309505, 106.7840027467125, 0.0)",-6.13309505,106.7840027467125,0.0
787,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.5962986,106.7972421,0.0
788,"KOTA TANGERANG SELATAN,BANTEN","Komplek Pemerintahan Kota Tangerang Selatan, Serua, Ciputat, Tangerang Selatan, Banten, Indonesia","(-6.32242985, 106.70726329404548, 0.0)",-6.32242985,106.70726329404548,0.0
789,"ACEH SINGKIL,ACEH","Aceh Singkil, Aceh, Indonesia","(2.37587935, 97.92442948748499, 0.0)",2.37587935,97.92442948748499,0.0
790,"ACEH SELATAN,ACEH","Aceh Selatan, Aceh, Indonesia","(3.0679790000000002, 97.4687714679478, 0.0)",3.0679790000000002,97.4687714679478,0.0
791,"KOTA JAKARTA BARAT,DKI JAKARTA","Kota, Trans Jakarta Busway Koridor 1, RW 06, Pinangsia, Taman Sari, Jakarta Barat, Daerah Khusus Ibukota Jakarta, 11110, Indonesia","(-6.137746, 106.8140132, 0.0)",-6.137746,106.8140132,0.0
792,"KOTA JAKARTA TIMUR,DKI JAKARTA","Taman Kota Pondok Ranggon, Pondok Ranggon, Cipayung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Indonesia","(-6.353425550000001, 106.90747419804707, 0.0)",-6.353425550000001,106.90747419804707,0.0
793,"KOTA JAKARTA SELATAN,DKI JAKARTA","Hutan Kota Pondok Labu, Pondok Labu, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia","(-6.31023725, 106.79956109889318, 0.0)",-6.31023725,106.79956109889318,0.0
794,"MUKOMUKO,BENGKULU","Mukomuko, XIV Koto, Bengkulu, Indonesia","(-2.553112, 101.1037813, 0.0)",-2.553112,101.1037813,0.0
795,"KOTA DUMAI,RIAU","Kota Dumai, Riau, Indonesia","(1.85341745, 101.24531298009794, 0.0)",1.85341745,101.24531298009794,0.0
796,"ACEH TENGAH,ACEH","Aceh Tengah, Aceh, 24562, Indonesia","(4.564266999999999, 96.96189262635659, 0.0)",4.564266999999999,96.96189262635659,0.0
797,"MALINAU,KALIMANTAN UTARA","Malinau, Kalimantan Utara, 77554, Indonesia","(2.6185545, 115.69049695186618, 0.0)",2.6185545,115.69049695186618,0.0
798,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.5962986,106.7972421,0.0
799,"KOTA BOGOR,JAWA BARAT","Stasiun Besar Kota Bogor, Pabaton, Jawa Barat, Indonesia","(-6.5937280000000005, 106.79062189975832, 0.0)",-6.5937280000000005,106.79062189975832,0.0
800,"KAMPAR,RIAU","Kampar, Kecamatan Langgam, Kabupaten Pelalawan, Riau, Indonesia","(0.2639628, 101.6725898, 0.0)",0.2639628,101.6725898,0.0
801,"ACEH TENGGARA,ACEH","Aceh Tenggara, Aceh, 24651, Indonesia","(3.338797, 97.74564237389382, 0.0)",3.338797,97.74564237389382,0.0
802,"NAGAN RAYA,ACEH","Nagan Raya, Aceh, Indonesia","(4.181243, 96.52577259266292, 0.0)",4.181243,96.52577259266292,0.0
803,"KAMPAR,RIAU","Kampar, Kecamatan Langgam, Kabupaten Pelalawan, Riau, Indonesia","(0.2639628, 101.6725898, 0.0)",0.2639628,101.6725898,0.0
804,"WAJO,SULAWESI SELATAN","Wajo, Makassar, Sulawesi Selatan, Indonesia","(-5.12469395, 119.41250685487663, 0.0)",-5.12469395,119.41250685487663,0.0
805,"GAYO LUES,ACEH","Gayo Lues, Aceh, Indonesia","(3.97759925, 97.33206765898427, 0.0)",3.97759925,97.33206765898427,0.0
806,"ACEH BARAT,ACEH","Aceh Barat, Aceh, 23651, Indonesia","(4.4422520500000005, 96.19298304718677, 0.0)",4.4422520500000005,96.19298304718677,0.0
807,"WAJO,SULAWESI SELATAN","Wajo, Makassar, Sulawesi Selatan, Indonesia","(-5.12469395, 119.41250685487663, 0.0)",-5.12469395,119.41250685487663,0.0
808,"HULU SUNGAI TENGAH,KALIMANTAN SELATAN","Hulu Sungai Tengah, Kalimantan Selatan, Indonesia","(-2.6187576999999997, 115.42929968958293, 0.0)",-2.6187576999999997,115.42929968958293,0.0
809,"KAPUAS HULU,KALIMANTAN BARAT","Kapuas Hulu, Kalimantan Barat, Indonesia","(0.8274259500000001, 112.79654118259097, 0.0)",0.8274259500000001,112.79654118259097,0.0
810,"KOTAWARINGIN BARAT,KALIMANTAN TENGAH","Kotawaringin Hulu, Kalimantan Tengah, Indonesia","(-2.4028117, 111.5327784, 0.0)",-2.4028117,111.5327784,0.0
811,"BERAU,KALIMANTAN TIMUR","BERAU, Jalan Sultan Agung, Sungai Bedungun, Kalimantan Timur, 77311, Indonesia","(2.1488862, 117.4534366, 0.0)",2.1488862,117.4534366,0.0
812,"TANAH BUMBU,KALIMANTAN SELATAN","Tanah Bumbu, Kalimantan Selatan, Indonesia","(-3.44733285, 115.70639332550724, 0.0)",-3.44733285,115.70639332550724,0.0
813,"SIJUNJUNG,SUMATERA BARAT","Sijunjung, Sumatera Barat, Indonesia","(-0.6964425, 100.9936303, 0.0)",-0.6964425,100.9936303,0.0
814,"BENGKAYANG,KALIMANTAN BARAT","Bengkayang, Kalimantan Barat, Indonesia","(1.0157755, 109.7080333243031, 0.0)",1.0157755,109.7080333243031,0.0
815,"KUTAI TIMUR,KALIMANTAN TIMUR","Taman Nasional Kutai, Kalimantan Timur, Indonesia","(0.356592, 117.26558670567633, 0.0)",0.356592,117.26558670567633,0.0
816,"SANGGAU,KALIMANTAN BARAT","Sanggau, Kalimantan Barat, Indonesia","(0.3502299, 110.54704242825211, 0.0)",0.3502299,110.54704242825211,0.0
817,"KOTA MEDAN,SUMATERA UTARA","Kota Medan, Sumatera Utara, Indonesia","(3.5896654, 98.6738261, 0.0)",3.5896654,98.6738261,0.0
818,"ACEH TENGGARA,ACEH","Aceh Tenggara, Aceh, 24651, Indonesia","(3.338797, 97.74564237389382, 0.0)",3.338797,97.74564237389382,0.0
819,"KOTA PADANG SIDEMPUAN,SUMATERA UTARA","Kota Padang Sidempuan, Sumatera Utara, Indonesia","(1.3870258500000001, 99.27384672596114, 0.0)",1.3870258500000001,99.27384672596114,0.0
820,"SIGI,SULAWESI TENGAH","Sigi, Sulawesi Tengah, Indonesia","(-1.3211588, 119.9987265, 0.0)",-1.3211588,119.9987265,0.0
821,"LIMA PULUH KOTA,SUMATERA BARAT","Lima Puluh Kota, Sumatera Barat, Indonesia","(-0.0041436, 100.55927144934105, 0.0)",-0.0041436,100.55927144934105,0.0
822,"KOTA PALOPO,SULAWESI SELATAN","Alun-Alun Kota Palopo, Palopo, Sulawesi Selatan, Indonesia","(-2.99572155, 120.19334383736242, 0.0)",-2.99572155,120.19334383736242,0.0
823,"KOTA BOGOR,JAWA BARAT","Stasiun Besar Kota Bogor, Pabaton, Jawa Barat, Indonesia","(-6.5937280000000005, 106.79062189975832, 0.0)",-6.5937280000000005,106.79062189975832,0.0
824,"LAHAT,SUMATERA SELATAN","Lahat, Sumatera Selatan, Indonesia","(-3.87934575, 103.41408633497844, 0.0)",-3.87934575,103.41408633497844,0.0
825,"NUNUKAN,KALIMANTAN UTARA","Nunukan, Kalimantan Utara, 77482, Indonesia","(3.9074565000000003, 117.04235063789662, 0.0)",3.9074565000000003,117.04235063789662,0.0
826,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.5962986,106.7972421,0.0
827,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.5962986,106.7972421,0.0
828,"TEGAL,JAWA TENGAH","Tegal, Jawa Tengah, Indonesia","(-7.0562963, 109.13213334397105, 0.0)",-7.0562963,109.13213334397105,0.0
829,"GAYO LUES,ACEH","Gayo Lues, Aceh, Indonesia","(3.97759925, 97.33206765898427, 0.0)",3.97759925,97.33206765898427,0.0
830,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.5962986,106.7972421,0.0
831,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.5962986,106.7972421,0.0
832,"KOTA BEKASI,JAWA BARAT","Cikarang Kota, Jawa Barat, 17530, Indonesia","(-6.2626649, 107.1502914, 0.0)",-6.2626649,107.1502914,0.0
833,"BATANG,JAWA TENGAH","Batang, Jawa Tengah, Indonesia","(-7.03235465, 109.86795298436223, 0.0)",-7.03235465,109.86795298436223,0.0
834,"SUMBAWA,NUSA TENGGARA BARAT","Pulau Sumbawa, Nusa Tenggara Barat, Indonesia","(-8.5949025, 117.27160682483327, 0.0)",-8.5949025,117.27160682483327,0.0
835,"LOMBOK BARAT,NUSA TENGGARA BARAT","Lombok Barat, Nusa Tenggara Barat, 83361, Indonesia","(-8.6718889, 116.122048, 0.0)",-8.6718889,116.122048,0.0
836,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.5962986,106.7972421,0.0
837,"NIAS,SUMATERA UTARA","Nias, Sumatera Utara, Indonesia","(1.16667915, 97.96929227407506, 0.0)",1.16667915,97.96929227407506,0.0
838,"LIMA PULUH KOTA,SUMATERA BARAT","Lima Puluh Kota, Sumatera Barat, Indonesia","(-0.0041436, 100.55927144934105, 0.0)",-0.0041436,100.55927144934105,0.0
839,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.5962986,106.7972421,0.0
840,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.5962986,106.7972421,0.0
841,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.5962986,106.7972421,0.0
842,"CIANJUR,JAWA BARAT","Cianjur, Jawa Barat, 43212, Indonesia","(-6.824096, 107.1374006, 0.0)",-6.824096,107.1374006,0.0
843,"SUKABUMI,JAWA BARAT","Sukabumi, Jawa Barat, 43111, Indonesia","(-6.9199289, 106.9265095, 0.0)",-6.9199289,106.9265095,0.0
844,"ACEH UTARA,ACEH","Aceh Utara, Aceh, Indonesia","(4.99119405, 97.1587368058996, 0.0)",4.99119405,97.1587368058996,0.0
845,"SIAK,RIAU","Kabupaten Siak, Riau, Indonesia","(0.8275337, 101.84619364844389, 0.0)",0.8275337,101.84619364844389,0.0
846,"INDRAGIRI HULU,RIAU","Kabupaten Indragiri Hulu, Riau, Indonesia","(-0.49228384999999997, 102.3008254360401, 0.0)",-0.49228384999999997,102.3008254360401,0.0
847,"KAMPAR,RIAU","Kampar, Kecamatan Langgam, Kabupaten Pelalawan, Riau, Indonesia","(0.2639628, 101.6725898, 0.0)",0.2639628,101.6725898,0.0
848,"KOTA PEKANBARU,RIAU","Kelurahan Lembah Damai, Kabupaten Kampar, Riau, 28271, Indonesia","(0.6113052, 101.46979184758777, 0.0)",0.6113052,101.46979184758777,0.0
849,"KAPUAS HULU,KALIMANTAN BARAT","Kapuas Hulu, Kalimantan Barat, Indonesia","(0.8274259500000001, 112.79654118259097, 0.0)",0.8274259500000001,112.79654118259097,0.0
850,"INDRAGIRI HULU,RIAU","Kabupaten Indragiri Hulu, Riau, Indonesia","(-0.49228384999999997, 102.3008254360401, 0.0)",-0.49228384999999997,102.3008254360401,0.0
851,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.5962986,106.7972421,0.0
852,"ROKAN HULU,RIAU","Rokan Hulu, Riau, Indonesia","(0.8919457, 100.46651555651417, 0.0)",0.8919457,100.46651555651417,0.0
853,"INDRAGIRI HILIR,RIAU","Kabupaten Indragiri Hilir, Riau, Indonesia","(-0.27088504999999996, 103.32845658847006, 0.0)",-0.27088504999999996,103.32845658847006,0.0
854,"ACEH BARAT DAYA,ACEH","Aceh Barat Daya, Aceh, Indonesia","(3.8335897, 96.85161542787151, 0.0)",3.8335897,96.85161542787151,0.0
855,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.5962986,106.7972421,0.0
856,"NGAWI,JAWA TIMUR","Ngawi, Jalan Raya Paron - Ngawi, Jururejo, Jawa Timur, 63214, Indonesia","(-7.4422521, 111.3869554, 0.0)",-7.4422521,111.3869554,0.0
857,"BANGKALAN,JAWA TIMUR","Bangkalan, Jawa Timur, Indonesia","(-7.04637245, 112.89625027008556, 0.0)",-7.04637245,112.89625027008556,0.0
858,"PIDIE JAYA,ACEH","Pidie Jaya, Aceh, Indonesia","(5.10477095, 96.21166763608278, 0.0)",5.10477095,96.21166763608278,0.0
859,"MAGETAN,JAWA TIMUR","Magetan, Jawa Timur, Indonesia","(-7.6542489, 111.33605653488618, 0.0)",-7.6542489,111.33605653488618,0.0
860,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.5962986,106.7972421,0.0
861,"NGAWI,JAWA TIMUR","Ngawi, Jalan Raya Paron - Ngawi, Jururejo, Jawa Timur, 63214, Indonesia","(-7.4422521, 111.3869554, 0.0)",-7.4422521,111.3869554,0.0
862,"MAGETAN,JAWA TIMUR","Magetan, Jawa Timur, Indonesia","(-7.6542489, 111.33605653488618, 0.0)",-7.6542489,111.33605653488618,0.0
863,"CIAMIS,JAWA BARAT","Ciamis, Jawa Barat, 46211, Indonesia","(-7.3266611, 108.3530952, 0.0)",-7.3266611,108.3530952,0.0
864,"SRAGEN,JAWA TENGAH","Sragen, Jawa Tengah, Indonesia","(-7.3924563, 110.95302317792749, 0.0)",-7.3924563,110.95302317792749,0.0
865,"MADIUN,JAWA TIMUR","Madiun, Jawa Timur, Indonesia","(-7.61188765, 111.67319262808837, 0.0)",-7.61188765,111.67319262808837,0.0
866,"BANDUNG,JAWA BARAT","Jawa Barat, Cibiru, Cipadung Kidul, Panyileukan, Bandung, Jawa Barat, 40624, Indonesia","(-6.9342173, 107.7222573, 0.0)",-6.9342173,107.7222573,0.0
867,"BREBES,JAWA TENGAH","Brebes, Jawa Tengah, Indonesia","(-7.05207115, 108.88813597074842, 0.0)",-7.05207115,108.88813597074842,0.0
868,"PONOROGO,JAWA TIMUR","Ponorogo, Jawa Timur, Indonesia","(-7.97122665, 111.49889293326967, 0.0)",-7.97122665,111.49889293326967,0.0
869,"NGAWI,JAWA TIMUR","Ngawi, Jalan Raya Paron - Ngawi, Jururejo, Jawa Timur, 63214, Indonesia","(-7.4422521, 111.3869554, 0.0)",-7.4422521,111.3869554,0.0
870,"BANYUMAS,JAWA TENGAH","Banyumas, Jawa Tengah, Indonesia","(-7.45507165, 109.11674648495966, 0.0)",-7.45507165,109.11674648495966,0.0
871,"KOTA SABANG,ACEH","Kota Bawah Timur, Sabang, Aceh, 23513, Indonesia","(5.8729793, 95.3273743, 0.0)",5.8729793,95.3273743,0.0
872,"WONOGIRI,JAWA TENGAH","Wonogiri, Jawa Tengah, Indonesia","(-7.9620507, 110.95757325155418, 0.0)",-7.9620507,110.95757325155418,0.0
873,"BURU,MALUKU","Buru, Maluku, Indonesia","(-3.3539094499999997, 126.64891836944999, 0.0)",-3.3539094499999997,126.64891836944999,0.0
874,"SUMBA TENGAH,NUSA TENGGARA TIMUR","Sumba Tengah, Nusa Tenggara Timur, Indonesia","(-9.5935839, 119.66627706284194, 0.0)",-9.5935839,119.66627706284194,0.0
875,"SABU RAIJUA,NUSA TENGGARA TIMUR","Sabu Raijua, Nusa Tenggara Timur, Indonesia","(-10.52223145, 121.88845836848473, 0.0)",-10.52223145,121.88845836848473,0.0
876,"TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR","Timor Tengah Selatan, Nusa Tenggara Timur, Indonesia","(-9.82305125, 124.43559530205364, 0.0)",-9.82305125,124.43559530205364,0.0
877,"PULANG PISAU,KALIMANTAN TENGAH","Pulang Pisau, Kalimantan Tengah, Indonesia","(-2.746171, 114.2622421, 0.0)",-2.746171,114.2622421,0.0
878,"SUMBA TIMUR,NUSA TENGGARA TIMUR","Sumba Timur, Nusa Tenggara Timur, Indonesia","(-9.8342576, 120.2094194, 0.0)",-9.8342576,120.2094194,0.0
879,"KOTA BONTANG,KALIMANTAN TIMUR","Kantor Kementerian Agama Kota Bontang, Gang Granit 2, Bontang Kuala, Kalimantan Timur, 75311, Indonesia","(0.13467459999999998, 117.50501951204379, 0.0)",0.13467459999999998,117.50501951204379,0.0
880,"KUPANG,NUSA TENGGARA TIMUR","Kupang, Nusa Tenggara Timur, Indonesia","(-10.1632209, 123.6017755, 0.0)",-10.1632209,123.6017755,0.0
881,"LEMBATA,NUSA TENGGARA TIMUR","Lembata, Nusa Tenggara Timur, Indonesia","(-8.37814435, 123.54462658999077, 0.0)",-8.37814435,123.54462658999077,0.0
882,"BELU,NUSA TENGGARA TIMUR","Belu, Nusa Tenggara Timur, Indonesia","(-9.176141000000001, 124.91626841454732, 0.0)",-9.176141000000001,124.91626841454732,0.0
883,"MANGGARAI,NUSA TENGGARA TIMUR","Manggarai, Nusa Tenggara Timur, Indonesia","(-8.5480146, 120.43898618548442, 0.0)",-8.5480146,120.43898618548442,0.0
884,"ENDE,NUSA TENGGARA TIMUR","Ende, Nusa Tenggara Timur, Indonesia","(-8.672867499999999, 121.69291732410474, 0.0)",-8.672867499999999,121.69291732410474,0.0
885,"FLORES TIMUR,NUSA TENGGARA TIMUR","Flores Timur, Nusa Tenggara Timur, Indonesia","(-8.318462, 123.16579632309583, 0.0)",-8.318462,123.16579632309583,0.0
886,"ROTE NDAO,NUSA TENGGARA TIMUR","Rote Ndao, Nusa Tenggara Timur, Indonesia","(-10.68702915, 123.20843503116711, 0.0)",-10.68702915,123.20843503116711,0.0
