,Location,loc,point,lat,lon,altitude
1334,"KEPULAUAN SANGIHE,SULAWESI UTARA","Kepulauan Sangihe, Sulawesi Utara, Indonesia","(2.34951825, 125.4202588827205, 0.0)",2.34951825,125.4202588827205,0.0
1335,"LAMONGAN,JAWA TIMUR","Lamongan, Jawa Timur, Indonesia","(-7.1229318500000005, 112.32819354965417, 0.0)",-7.1229318500000005,112.32819354965417,0.0
1336,"KOTA BATU,JAWA TIMUR","Kota Batu, Jawa Timur, Indonesia","(-7.8325735000000005, 112.53278981723096, 0.0)",-7.8325735000000005,112.53278981723096,0.0
1337,"KEPULAUAN ANAMBAS,KEPULAUAN RIAU","Kepulauan Anambas, Kepulauan Riau, 29791, Indonesia","(2.93890105, 105.76025801074812, 0.0)",2.93890105,105.76025801074812,0.0
1338,"LAMONGAN,JAWA TIMUR","Lamongan, Jawa Timur, Indonesia","(-7.1229318500000005, 112.32819354965417, 0.0)",-7.1229318500000005,112.32819354965417,0.0
1339,"NUNUKAN,KALIMANTAN UTARA","Nunukan, Kalimantan Utara, 77482, Indonesia","(3.9074565000000003, 117.04235063789662, 0.0)",3.9074565000000003,117.04235063789662,0.0
1340,"KOTA LHOKSEUMAWE,ACEH","Mesjid Syuhada Kampung Jawa lama,Kota lhokseumawe, Jalan Samudera, Banda Sakti, Lhokseumawe, Aceh, 24351, Indonesia","(5.1856789, 97.1486472, 0.0)",5.1856789,97.1486472,0.0
1341,"BEKASI,JAWA BARAT","Jawa Barat, Jalan Gunung Salak, Kranji, Bekasi, Jawa Barat, 17144, Indonesia","(-6.24087, 106.98876, 0.0)",-6.24087,106.98876,0.0
1342,"JOMBANG,JAWA TIMUR","Jombang, Jawa Timur, 61417, Indonesia","(-7.5384528, 112.2379884, 0.0)",-7.5384528,112.2379884,0.0
1343,"KOTA LANGSA,ACEH","Langsa Kota, Langsa, Aceh, 24412, Indonesia","(4.47158865, 97.97375247454653, 0.0)",4.47158865,97.97375247454653,0.0
1344,"BINTAN,KEPULAUAN RIAU","Bintan, Kepulauan Riau, Indonesia","(1.0196844999999999, 104.56982191698258, 0.0)",1.0196844999999999,104.56982191698258,0.0
1345,"SIDOARJO,JAWA TIMUR","Sidoarjo, Jawa Timur, Indonesia","(-7.45597405, 112.66088771295344, 0.0)",-7.45597405,112.66088771295344,0.0
1346,"ACEH UTARA,ACEH","Aceh Utara, Aceh, Indonesia","(4.99119405, 97.1587368058996, 0.0)",4.99119405,97.1587368058996,0.0
1347,"KOTA TANJUNG PINANG,KEPULAUAN RIAU","Tanjungpinang Kota, Tanjungpinang, Kepulauan Riau, Indonesia","(0.92474, 104.4414234, 0.0)",0.92474,104.4414234,0.0
1348,"ACEH TIMUR,ACEH","Aceh Timur, Aceh, Indonesia","(4.70166295, 97.64503901995158, 0.0)",4.70166295,97.64503901995158,0.0
1349,"KOTA BIMA,NUSA TENGGARA BARAT","Bima, Nusa Tenggara Barat, Indonesia","(-8.4534091, 118.727689, 0.0)",-8.4534091,118.727689,0.0
1350,"KUTAI KERTANEGARA,KALIMANTAN TIMUR","Kutai Kertanegara, Melayu, Kalimantan Timur, 75513, Indonesia","(-0.4198612, 116.988783, 0.0)",-0.4198612,116.988783,0.0
1351,"CILACAP,JAWA TENGAH","Cilacap, Jawa Tengah, Indonesia","(-7.46167105, 108.80461463117007, 0.0)",-7.46167105,108.80461463117007,0.0
1352,"MOJOKERTO,JAWA TIMUR","Mojokerto, Jawa Timur, Indonesia","(-7.54133775, 112.50949745736571, 0.0)",-7.54133775,112.50949745736571,0.0
1353,"NAGEKEO,NUSA TENGGARA TIMUR","Nagekeo, Nusa Tenggara Timur, 86472, Indonesia","(-8.67588695, 121.27080266734956, 0.0)",-8.67588695,121.27080266734956,0.0
1354,"KUDUS,JAWA TENGAH","Kudus, Jawa Tengah, Indonesia","(-6.8170915, 110.838189, 0.0)",-6.8170915,110.838189,0.0
1355,"BIMA,NUSA TENGGARA BARAT","Kabupaten Bima, Nusa Tenggara Barat, 84171, Indonesia","(-8.5637593, 118.6719665, 0.0)",-8.5637593,118.6719665,0.0
1356,"MOJOKERTO,JAWA TIMUR","Mojokerto, Jawa Timur, Indonesia","(-7.54133775, 112.50949745736571, 0.0)",-7.54133775,112.50949745736571,0.0
1357,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.5962986,106.7972421,0.0
1358,"DEMAK,JAWA TENGAH","Demak, Jawa Tengah, Indonesia","(-6.9229075, 110.63509725731818, 0.0)",-6.9229075,110.63509725731818,0.0
1359,"TANJUNG JABUNG BARAT,JAMBI","Desa Tanjung Senjulang, Bram Itam, Jambi, Indonesia","(-0.8342638, 103.350215, 0.0)",-0.8342638,103.350215,0.0
1360,"KOTA JAMBI,JAMBI","Seberang Kota, Jambi, Indonesia","(-0.8257404, 103.3469456, 0.0)",-0.8257404,103.3469456,0.0
1361,"KENDAL,JAWA TENGAH","Kendal, Jawa Tengah, Indonesia","(-7.01909655, 110.13747567422602, 0.0)",-7.01909655,110.13747567422602,0.0
1362,"BOJONEGORO,JAWA TIMUR","SMP Negeri 1 Dander, Bojonegoro, Jawa Timur, KM 15, Jalan Sumberarum, Sumberarum, Bojonegoro, Jawa Timur, 62171, Indonesia","(-7.2657534, 111.8665345, 0.0)",-7.2657534,111.8665345,0.0
1363,"DEMAK,JAWA TENGAH","Demak, Jawa Tengah, Indonesia","(-6.9229075, 110.63509725731818, 0.0)",-6.9229075,110.63509725731818,0.0
1364,"NUNUKAN,KALIMANTAN UTARA","Nunukan, Kalimantan Utara, 77482, Indonesia","(3.9074565000000003, 117.04235063789662, 0.0)",3.9074565000000003,117.04235063789662,0.0
1365,"MUARO JAMBI,JAMBI","Muaro Jambi, Jalan Candi Muaro Jambi, Desa Muaro Jambi, Taman Rajo, Jambi, Indonesia","(-1.4781958, 103.6669021, 0.0)",-1.4781958,103.6669021,0.0
1366,"SIDOARJO,JAWA TIMUR","Sidoarjo, Jawa Timur, Indonesia","(-7.45597405, 112.66088771295344, 0.0)",-7.45597405,112.66088771295344,0.0
1367,"PEMALANG,JAWA TENGAH","Pemalang, Jawa Tengah, 52361, Indonesia","(-6.8903574, 109.3806499, 0.0)",-6.8903574,109.3806499,0.0
1368,"PASURUAN,JAWA TIMUR","Pasuruan, Jawa Timur, Indonesia","(-7.6419894, 112.906694, 0.0)",-7.6419894,112.906694,0.0
1369,"BANGKALAN,JAWA TIMUR","Bangkalan, Jawa Timur, Indonesia","(-7.04637245, 112.89625027008556, 0.0)",-7.04637245,112.89625027008556,0.0
1370,"TUBAN,JAWA TIMUR","Tuban, Jawa Timur, Indonesia","(-6.959638549999999, 111.89322471121565, 0.0)",-6.959638549999999,111.89322471121565,0.0
1371,"GROBOGAN,JAWA TENGAH","Grobogan, Jawa Tengah, Indonesia","(-7.09809465, 110.89667670375852, 0.0)",-7.09809465,110.89667670375852,0.0
1372,"SEMARANG,JAWA TENGAH","Semarang, Jawa Tengah, Indonesia","(-6.9903988, 110.4229104, 0.0)",-6.9903988,110.4229104,0.0
1373,"BOJONEGORO,JAWA TIMUR","SMP Negeri 1 Dander, Bojonegoro, Jawa Timur, KM 15, Jalan Sumberarum, Sumberarum, Bojonegoro, Jawa Timur, 62171, Indonesia","(-7.2657534, 111.8665345, 0.0)",-7.2657534,111.8665345,0.0
1374,"MADIUN,JAWA TIMUR","Madiun, Jawa Timur, Indonesia","(-7.61188765, 111.67319262808837, 0.0)",-7.61188765,111.67319262808837,0.0
1375,"PURBALINGGA,JAWA TENGAH","Purbalingga, Jawa Tengah, Indonesia","(-7.32733005, 109.39989874266684, 0.0)",-7.32733005,109.39989874266684,0.0
1376,"CIREBON,JAWA BARAT","Cirebon, Jawa Barat, 45121, Indonesia","(-6.7137044, 108.5608483, 0.0)",-6.7137044,108.5608483,0.0
1377,"MAJALENGKA,JAWA BARAT","Majalengka, Jawa Barat, Indonesia","(-6.80771955, 108.27896705121316, 0.0)",-6.80771955,108.27896705121316,0.0
1378,"CILACAP,JAWA TENGAH","Cilacap, Jawa Tengah, Indonesia","(-7.46167105, 108.80461463117007, 0.0)",-7.46167105,108.80461463117007,0.0
1379,"CIREBON,JAWA BARAT","Cirebon, Jawa Barat, 45121, Indonesia","(-6.7137044, 108.5608483, 0.0)",-6.7137044,108.5608483,0.0
1380,"GRESIK,JAWA TIMUR","Gresik, Jawa Timur, Indonesia","(-5.79334655, 112.6598223201143, 0.0)",-5.79334655,112.6598223201143,0.0
1381,"CIREBON,JAWA BARAT","Cirebon, Jawa Barat, 45121, Indonesia","(-6.7137044, 108.5608483, 0.0)",-6.7137044,108.5608483,0.0
1382,"KEBUMEN,JAWA TENGAH","Masjid Baitussolihin, Kertodeso Trukan Dasar,mirit ,kebumen,jawa Tengah, Jalan Daendels, Tlogopragoto, Kebumen, Jawa Tengah, 54391, Indonesia","(-7.7753227, 109.80318865, 0.0)",-7.7753227,109.80318865,0.0
1383,"LOMBOK TIMUR,NUSA TENGGARA BARAT","Lombok Timur, Nusa Tenggara Barat, 83659, Indonesia","(-8.6330934, 116.5587704, 0.0)",-8.6330934,116.5587704,0.0
1384,"KOTA BANJARBARU,KALIMANTAN SELATAN","Banjarbaru, Kalimantan Selatan, Indonesia","(-3.4472241, 114.7811303, 0.0)",-3.4472241,114.7811303,0.0
1385,"TAPIN,KALIMANTAN SELATAN","Tapin, Kalimantan Selatan, Indonesia","(-2.8622729500000004, 115.01096398201116, 0.0)",-2.8622729500000004,115.01096398201116,0.0
1386,"CIREBON,JAWA BARAT","Cirebon, Jawa Barat, 45121, Indonesia","(-6.7137044, 108.5608483, 0.0)",-6.7137044,108.5608483,0.0
1387,"PINRANG,SULAWESI SELATAN","Pinrang, Sulawesi Selatan, 91211, Indonesia","(-3.7932568, 119.6528692, 0.0)",-3.7932568,119.6528692,0.0
1388,"BANYUMAS,JAWA TENGAH","Banyumas, Jawa Tengah, Indonesia","(-7.45507165, 109.11674648495966, 0.0)",-7.45507165,109.11674648495966,0.0
1389,"BIMA,NUSA TENGGARA BARAT","Kabupaten Bima, Nusa Tenggara Barat, 84171, Indonesia","(-8.5637593, 118.6719665, 0.0)",-8.5637593,118.6719665,0.0
1390,"PEMALANG,JAWA TENGAH","Pemalang, Jawa Tengah, 52361, Indonesia","(-6.8903574, 109.3806499, 0.0)",-6.8903574,109.3806499,0.0
1391,"PINRANG,SULAWESI SELATAN","Pinrang, Sulawesi Selatan, 91211, Indonesia","(-3.7932568, 119.6528692, 0.0)",-3.7932568,119.6528692,0.0
1392,"ACEH SINGKIL,ACEH","Aceh Singkil, Aceh, Indonesia","(2.37587935, 97.92442948748499, 0.0)",2.37587935,97.92442948748499,0.0
1393,"KOTA BANDUNG,JAWA BARAT","Kota Bandung, Sukaraja, Cicendo, Bandung, Jawa Barat, 40514, Indonesia","(-6.8901642, 107.5589157, 0.0)",-6.8901642,107.5589157,0.0
1394,"ROKAN HULU,RIAU","Rokan Hulu, Riau, Indonesia","(0.8919457, 100.46651555651417, 0.0)",0.8919457,100.46651555651417,0.0
1395,"BANDUNG,JAWA BARAT","Jawa Barat, Cibiru, Cipadung Kidul, Panyileukan, Bandung, Jawa Barat, 40624, Indonesia","(-6.9342173, 107.7222573, 0.0)",-6.9342173,107.7222573,0.0
1396,"KOTA CIMAHI,JAWA BARAT","Jalan Kota Mas X, Cimahi, Jawa Barat, 40524, Indonesia","(-6.869595, 107.5395052, 0.0)",-6.869595,107.5395052,0.0
1397,"BANDUNG,JAWA BARAT","Jawa Barat, Cibiru, Cipadung Kidul, Panyileukan, Bandung, Jawa Barat, 40624, Indonesia","(-6.9342173, 107.7222573, 0.0)",-6.9342173,107.7222573,0.0
1398,"ACEH TENGGARA,ACEH","Aceh Tenggara, Aceh, 24651, Indonesia","(3.338797, 97.74564237389382, 0.0)",3.338797,97.74564237389382,0.0
1399,"GORONTALO UTARA,GORONTALO","Kantor Bupati Gorontalo Utara, Trans Sulawesi, Kwandang, Gorontalo, Indonesia","(0.790945, 122.8686599242071, 0.0)",0.790945,122.8686599242071,0.0
1400,"KOTA CIREBON,JAWA BARAT","KORAMIL KOTA CIREBON, Cirebon, Jawa Barat, Indonesia","(-6.7217655, 108.550211614333, 0.0)",-6.7217655,108.550211614333,0.0
1401,"CIREBON,JAWA BARAT","Cirebon, Jawa Barat, 45121, Indonesia","(-6.7137044, 108.5608483, 0.0)",-6.7137044,108.5608483,0.0
1402,"GORONTALO UTARA,GORONTALO","Kantor Bupati Gorontalo Utara, Trans Sulawesi, Kwandang, Gorontalo, Indonesia","(0.790945, 122.8686599242071, 0.0)",0.790945,122.8686599242071,0.0
1403,"BANYUMAS,JAWA TENGAH","Banyumas, Jawa Tengah, Indonesia","(-7.45507165, 109.11674648495966, 0.0)",-7.45507165,109.11674648495966,0.0
1404,"KEPULAUAN ANAMBAS,KEPULAUAN RIAU","Kepulauan Anambas, Kepulauan Riau, 29791, Indonesia","(2.93890105, 105.76025801074812, 0.0)",2.93890105,105.76025801074812,0.0
1405,"SAMPANG,JAWA TIMUR","Sampang, Jawa Timur, Indonesia","(-7.05781575, 113.25405409767842, 0.0)",-7.05781575,113.25405409767842,0.0
1406,"KUDUS,JAWA TENGAH","Kudus, Jawa Tengah, Indonesia","(-6.8170915, 110.838189, 0.0)",-6.8170915,110.838189,0.0
1407,"WAJO,SULAWESI SELATAN","Wajo, Makassar, Sulawesi Selatan, Indonesia","(-5.12469395, 119.41250685487663, 0.0)",-5.12469395,119.41250685487663,0.0
1408,"SERANG,BANTEN","Serang, Banten, Indonesia","(-6.10549695, 105.9884713457985, 0.0)",-6.10549695,105.9884713457985,0.0
1409,"BANYUMAS,JAWA TENGAH","Banyumas, Jawa Tengah, Indonesia","(-7.45507165, 109.11674648495966, 0.0)",-7.45507165,109.11674648495966,0.0
1410,"ROKAN HULU,RIAU","Rokan Hulu, Riau, Indonesia","(0.8919457, 100.46651555651417, 0.0)",0.8919457,100.46651555651417,0.0
1411,"PAMEKASAN,JAWA TIMUR","Pamekasan, Jawa Timur, Indonesia","(-7.1605439, 113.4826273, 0.0)",-7.1605439,113.4826273,0.0
1412,"ACEH TENGGARA,ACEH","Aceh Tenggara, Aceh, 24651, Indonesia","(3.338797, 97.74564237389382, 0.0)",3.338797,97.74564237389382,0.0
1413,"KOTA SEMARANG,JAWA TENGAH","Gang Kelapa Gading, Wates, Ngaliyan, Kota Semarang, RW 01, Wates, Ngaliyan, Semarang, Jawa Tengah, 50189, Indonesia","(-7.0197176, 110.3360514, 0.0)",-7.0197176,110.3360514,0.0
1414,"KENDAL,JAWA TENGAH","Kendal, Jawa Tengah, Indonesia","(-7.01909655, 110.13747567422602, 0.0)",-7.01909655,110.13747567422602,0.0
1415,"PATI,JAWA TENGAH","Pati, Jawa Tengah, Indonesia","(-6.707092449999999, 111.08700759039746, 0.0)",-6.707092449999999,111.08700759039746,0.0
1416,"KOTA MAKASSAR,SULAWESI SELATAN","Jalan Balai Kota, Baru, Ujung Pandang, Makassar, Sulawesi Selatan, 90171, Indonesia","(-5.1347721, 119.4083565, 0.0)",-5.1347721,119.4083565,0.0
1417,"ACEH TENGGARA,ACEH","Aceh Tenggara, Aceh, 24651, Indonesia","(3.338797, 97.74564237389382, 0.0)",3.338797,97.74564237389382,0.0
1418,"CILACAP,JAWA TENGAH","Cilacap, Jawa Tengah, Indonesia","(-7.46167105, 108.80461463117007, 0.0)",-7.46167105,108.80461463117007,0.0
1419,"GROBOGAN,JAWA TENGAH","Grobogan, Jawa Tengah, Indonesia","(-7.09809465, 110.89667670375852, 0.0)",-7.09809465,110.89667670375852,0.0
1420,"PANGKAJENE KEPULAUAN,SULAWESI SELATAN","Pangkajene, Pangkajene dan Kepulauan, Sulawesi Selatan, 90611, Indonesia","(-4.834493, 119.5471569, 0.0)",-4.834493,119.5471569,0.0
1421,"MERAUKE,PAPUA","Merauke, Maro, Merauke, Papua, 9961, Indonesia","(-8.4902766, 140.395582, 0.0)",-8.4902766,140.395582,0.0
1422,"CIREBON,JAWA BARAT","Cirebon, Jawa Barat, 45121, Indonesia","(-6.7137044, 108.5608483, 0.0)",-6.7137044,108.5608483,0.0
1423,"BLORA,JAWA TENGAH","Blora, Jawa Tengah, 58211 - 58219, Indonesia","(-7.11054465, 111.42035148693856, 0.0)",-7.11054465,111.42035148693856,0.0
1424,"SUMBAWA,NUSA TENGGARA BARAT","Pulau Sumbawa, Nusa Tenggara Barat, Indonesia","(-8.5949025, 117.27160682483327, 0.0)",-8.5949025,117.27160682483327,0.0
1425,"ROKAN HULU,RIAU","Rokan Hulu, Riau, Indonesia","(0.8919457, 100.46651555651417, 0.0)",0.8919457,100.46651555651417,0.0
1426,"PANGANDARAN,JAWA BARAT","Pangandaran, Jalan Tol, Pangandaran, Pananjung, Jawa Barat, 46396, Indonesia","(-7.6872621, 108.6531455, 0.0)",-7.6872621,108.6531455,0.0
1427,"REMBANG,JAWA TENGAH","Rembang, Jawa Tengah, Indonesia","(-6.76986355, 111.45567087811551, 0.0)",-6.76986355,111.45567087811551,0.0
1428,"KUDUS,JAWA TENGAH","Kudus, Jawa Tengah, Indonesia","(-6.8170915, 110.838189, 0.0)",-6.8170915,110.838189,0.0
1429,"KOTA TANJUNG BALAI,SUMATERA UTARA","Kota Tanjung Balai, Sumatera Utara, Indonesia","(2.97280325, 99.79461100229092, 0.0)",2.97280325,99.79461100229092,0.0
1430,"LOMBOK TIMUR,NUSA TENGGARA BARAT","Lombok Timur, Nusa Tenggara Barat, 83659, Indonesia","(-8.6330934, 116.5587704, 0.0)",-8.6330934,116.5587704,0.0
1431,"BANDUNG,JAWA BARAT","Jawa Barat, Cibiru, Cipadung Kidul, Panyileukan, Bandung, Jawa Barat, 40624, Indonesia","(-6.9342173, 107.7222573, 0.0)",-6.9342173,107.7222573,0.0
1432,"SUMBAWA,NUSA TENGGARA BARAT","Pulau Sumbawa, Nusa Tenggara Barat, Indonesia","(-8.5949025, 117.27160682483327, 0.0)",-8.5949025,117.27160682483327,0.0
1433,"PIDIE,ACEH","Pidie, Aceh, Indonesia","(5.1143002, 95.94128340121603, 0.0)",5.1143002,95.94128340121603,0.0
1434,"CIAMIS,JAWA BARAT","Ciamis, Jawa Barat, 46211, Indonesia","(-7.3266611, 108.3530952, 0.0)",-7.3266611,108.3530952,0.0
1435,"BIMA,NUSA TENGGARA BARAT","Kabupaten Bima, Nusa Tenggara Barat, 84171, Indonesia","(-8.5637593, 118.6719665, 0.0)",-8.5637593,118.6719665,0.0
1436,"KOTA SURAKARTA,JAWA TENGAH","Taman Kota Punggawan, Ketelan, Surakarta, Jawa Tengah, 57132, Indonesia","(-7.56455835, 110.8182743897866, 0.0)",-7.56455835,110.8182743897866,0.0
1437,"BATU BARA,SUMATERA UTARA","Batu Bara, Sumatera Utara, Indonesia","(3.5564885999999998, 99.62844660427132, 0.0)",3.5564885999999998,99.62844660427132,0.0
1438,"CILACAP,JAWA TENGAH","Cilacap, Jawa Tengah, Indonesia","(-7.46167105, 108.80461463117007, 0.0)",-7.46167105,108.80461463117007,0.0
1439,"PANGANDARAN,JAWA BARAT","Pangandaran, Jalan Tol, Pangandaran, Pananjung, Jawa Barat, 46396, Indonesia","(-7.6872621, 108.6531455, 0.0)",-7.6872621,108.6531455,0.0
1440,"ACEH TAMIANG,ACEH","Aceh Tamiang, Aceh, 24476, Indonesia","(4.212262450000001, 97.91471113604223, 0.0)",4.212262450000001,97.91471113604223,0.0
1441,"SUKOHARJO,JAWA TENGAH","Sukoharjo, Jawa Tengah, Indonesia","(-7.681572900000001, 110.86761323046875, 0.0)",-7.681572900000001,110.86761323046875,0.0
1442,"CILACAP,JAWA TENGAH","Cilacap, Jawa Tengah, Indonesia","(-7.46167105, 108.80461463117007, 0.0)",-7.46167105,108.80461463117007,0.0
1443,"NGANJUK,JAWA TIMUR","Kantor Kecamatan Dander, Bojonegoro, Jawa Timur, Jalan Raya Nganjuk - Bojonegoro, Dander, Bojonegoro, Jawa Timur, 62171, Indonesia","(-7.2505528, 111.8461202, 0.0)",-7.2505528,111.8461202,0.0
1444,"PURWOREJO,JAWA TENGAH","Purworejo, Jawa Tengah, Indonesia","(-7.7073021, 109.96651169154023, 0.0)",-7.7073021,109.96651169154023,0.0
1445,"MOJOKERTO,JAWA TIMUR","Mojokerto, Jawa Timur, Indonesia","(-7.54133775, 112.50949745736571, 0.0)",-7.54133775,112.50949745736571,0.0
1446,"ACEH TAMIANG,ACEH","Aceh Tamiang, Aceh, 24476, Indonesia","(4.212262450000001, 97.91471113604223, 0.0)",4.212262450000001,97.91471113604223,0.0
1447,"KOTA MALANG,JAWA TIMUR","Kota Malang, Jawa Timur, Indonesia","(-7.9771206, 112.6340291, 0.0)",-7.9771206,112.6340291,0.0
1448,"PURBALINGGA,JAWA TENGAH","Purbalingga, Jawa Tengah, Indonesia","(-7.32733005, 109.39989874266684, 0.0)",-7.32733005,109.39989874266684,0.0
1449,"GRESIK,JAWA TIMUR","Gresik, Jawa Timur, Indonesia","(-5.79334655, 112.6598223201143, 0.0)",-5.79334655,112.6598223201143,0.0
1450,"DOMPU,NUSA TENGGARA BARAT","Dompu, Nusa Tenggara Barat, Indonesia","(-8.5164771, 118.33121614464076, 0.0)",-8.5164771,118.33121614464076,0.0
1451,"LAMONGAN,JAWA TIMUR","Lamongan, Jawa Timur, Indonesia","(-7.1229318500000005, 112.32819354965417, 0.0)",-7.1229318500000005,112.32819354965417,0.0
1452,"ACEH JAYA,ACEH","Aceh Jaya, Aceh, Indonesia","(4.811484399999999, 95.70019149086998, 0.0)",4.811484399999999,95.70019149086998,0.0
1453,"PASURUAN,JAWA TIMUR","Pasuruan, Jawa Timur, Indonesia","(-7.6419894, 112.906694, 0.0)",-7.6419894,112.906694,0.0
1454,"KUDUS,JAWA TENGAH","Kudus, Jawa Tengah, Indonesia","(-6.8170915, 110.838189, 0.0)",-6.8170915,110.838189,0.0
1455,"ACEH SELATAN,ACEH","Aceh Selatan, Aceh, Indonesia","(3.0679790000000002, 97.4687714679478, 0.0)",3.0679790000000002,97.4687714679478,0.0
1456,"PATI,JAWA TENGAH","Pati, Jawa Tengah, Indonesia","(-6.707092449999999, 111.08700759039746, 0.0)",-6.707092449999999,111.08700759039746,0.0
1457,"BATU BARA,SUMATERA UTARA","Batu Bara, Sumatera Utara, Indonesia","(3.5564885999999998, 99.62844660427132, 0.0)",3.5564885999999998,99.62844660427132,0.0
1458,"KUDUS,JAWA TENGAH","Kudus, Jawa Tengah, Indonesia","(-6.8170915, 110.838189, 0.0)",-6.8170915,110.838189,0.0
1459,"LABUHAN BATU UTARA,SUMATERA UTARA","Labuhan Bilik, Labuhanbatu, Sumatera Utara, Indonesia","(2.514607, 100.1703718, 0.0)",2.514607,100.1703718,0.0
1460,"CILACAP,JAWA TENGAH","Cilacap, Jawa Tengah, Indonesia","(-7.46167105, 108.80461463117007, 0.0)",-7.46167105,108.80461463117007,0.0
1461,"KOTA TEGAL,JAWA TENGAH","Alun-alun Kota Tegal, Tegal, Jawa Tengah, Indonesia","(-6.8674216999999995, 109.13791323125, 0.0)",-6.8674216999999995,109.13791323125,0.0
1462,"SAMPANG,JAWA TIMUR","Sampang, Jawa Timur, Indonesia","(-7.05781575, 113.25405409767842, 0.0)",-7.05781575,113.25405409767842,0.0
1463,"ROKAN HULU,RIAU","Rokan Hulu, Riau, Indonesia","(0.8919457, 100.46651555651417, 0.0)",0.8919457,100.46651555651417,0.0
1464,"BANGKALAN,JAWA TIMUR","Bangkalan, Jawa Timur, Indonesia","(-7.04637245, 112.89625027008556, 0.0)",-7.04637245,112.89625027008556,0.0
1465,"EMPAT LAWANG,SUMATERA SELATAN","Empat Lawang, Sumatera Selatan, Indonesia","(-3.7154833, 102.93247238633131, 0.0)",-3.7154833,102.93247238633131,0.0
1466,"LIMA PULUH KOTA,SUMATERA BARAT","Lima Puluh Kota, Sumatera Barat, Indonesia","(-0.0041436, 100.55927144934105, 0.0)",-0.0041436,100.55927144934105,0.0
1467,"BERAU,KALIMANTAN TIMUR","BERAU, Jalan Sultan Agung, Sungai Bedungun, Kalimantan Timur, 77311, Indonesia","(2.1488862, 117.4534366, 0.0)",2.1488862,117.4534366,0.0
1468,"PATI,JAWA TENGAH","Pati, Jawa Tengah, Indonesia","(-6.707092449999999, 111.08700759039746, 0.0)",-6.707092449999999,111.08700759039746,0.0
1469,"KUDUS,JAWA TENGAH","Kudus, Jawa Tengah, Indonesia","(-6.8170915, 110.838189, 0.0)",-6.8170915,110.838189,0.0
1470,"PANDEGLANG,BANTEN","Pandeglang, Banten, 42217, Indonesia","(-6.3097661, 106.1067474, 0.0)",-6.3097661,106.1067474,0.0
1471,"JEPARA,JAWA TENGAH","Jepara, Jawa Tengah, Indonesia","(-6.5906502, 110.6673202, 0.0)",-6.5906502,110.6673202,0.0
1472,"BATU BARA,SUMATERA UTARA","Batu Bara, Sumatera Utara, Indonesia","(3.5564885999999998, 99.62844660427132, 0.0)",3.5564885999999998,99.62844660427132,0.0
1473,"KOTA LHOKSEUMAWE,ACEH","Mesjid Syuhada Kampung Jawa lama,Kota lhokseumawe, Jalan Samudera, Banda Sakti, Lhokseumawe, Aceh, 24351, Indonesia","(5.1856789, 97.1486472, 0.0)",5.1856789,97.1486472,0.0
1474,"SUBANG,JAWA BARAT","Subang, Jawa Barat, Indonesia","(-6.5689807, 107.7587397, 0.0)",-6.5689807,107.7587397,0.0
1475,"SIDOARJO,JAWA TIMUR","Sidoarjo, Jawa Timur, Indonesia","(-7.45597405, 112.66088771295344, 0.0)",-7.45597405,112.66088771295344,0.0
1476,"KOTA JAKARTA TIMUR,DKI JAKARTA","Taman Kota Pondok Ranggon, Pondok Ranggon, Cipayung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Indonesia","(-6.353425550000001, 106.90747419804707, 0.0)",-6.353425550000001,106.90747419804707,0.0
1477,"LABUHAN BATU UTARA,SUMATERA UTARA","Labuhan Bilik, Labuhanbatu, Sumatera Utara, Indonesia","(2.514607, 100.1703718, 0.0)",2.514607,100.1703718,0.0
1478,"LANGKAT,SUMATERA UTARA","Langkat, Sumatera Utara, Indonesia","(3.8290501, 98.24827397454335, 0.0)",3.8290501,98.24827397454335,0.0
1479,"KOTA JAKARTA SELATAN,DKI JAKARTA","Hutan Kota Pondok Labu, Pondok Labu, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia","(-6.31023725, 106.79956109889318, 0.0)",-6.31023725,106.79956109889318,0.0
1480,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.5962986,106.7972421,0.0
1481,"SAMPANG,JAWA TIMUR","Sampang, Jawa Timur, Indonesia","(-7.05781575, 113.25405409767842, 0.0)",-7.05781575,113.25405409767842,0.0
1482,"INDRAMAYU,JAWA BARAT","Indramayu, Kabupaten Indramayu, Jawa Barat, 45211, Indonesia","(-6.326433, 108.3229169, 0.0)",-6.326433,108.3229169,0.0
1483,"SERANG,BANTEN","Serang, Banten, Indonesia","(-6.10549695, 105.9884713457985, 0.0)",-6.10549695,105.9884713457985,0.0
1484,"LEBAK,BANTEN","Lebak, Banten, Indonesia","(-6.6432601, 106.18727177777018, 0.0)",-6.6432601,106.18727177777018,0.0
1485,"KARANGANYAR,JAWA TENGAH","Karanganyar, Jawa Tengah, Indonesia","(-7.6196965, 111.06980026754411, 0.0)",-7.6196965,111.06980026754411,0.0
1486,"SIMEULUE,ACEH","Simeulue, Aceh, 23891, Indonesia","(2.6290312, 96.02207792472555, 0.0)",2.6290312,96.02207792472555,0.0
